Institute,Program,Seat Type,Gender,OR,CR
IITMadras,"BiologicalScience(4YearsBachelorof
Science)",OBC-NCL,"Female-only
(including
Supernumerary)",6950,7692
IITMadras,"BiologicalScience(4YearsBachelorof
Science)",OPEN,Gender-Neutral,8849,10682
IITMadras,"BiologicalScience(4YearsBachelorof
Science)",OPEN,"Female-only
(including
Supernumerary)",12473,14739
IITMadras,"BiologicalScience(4YearsBachelorof
Science)",SC,Gender-Neutral,2517,2778
IITMadras,"BiologicalScience(4YearsBachelorof
Science)",SC,"Female-only
(including
Supernumerary)",4048,4048
IITMadras,"BiologicalScience(4YearsBachelorof
Science)",ST,Gender-Neutral,1325,1359
IITMadras,"BiologicalScience(4YearsBachelorof
Science)",ST,"Female-only
(including
Supernumerary)",1691,1691
IITMadras,"AerospaceEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,Gender-Neutral,883,883
IITMadras,"AerospaceEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,1395,1455
IITMadras,"AerospaceEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",3953,3953
IITMadras,"AerospaceEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,Gender-Neutral,2199,2984
IITMadras,"AerospaceEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",2184,2184
IITMadras,"AerospaceEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,Gender-Neutral,995,995
IITMadras,"AerospaceEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,Gender-Neutral,503,503
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",EWS,Gender-Neutral,790,1235
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",EWS,"Female-only
(including
Supernumerary)",2744,2744
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,933,1772
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",2860,3896
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,Gender-Neutral,1828,3656
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",6825,8939
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN(PwD),Gender-Neutral,359,359
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,Gender-Neutral,778,1571
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",2110,2280
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",ST,Gender-Neutral,998,1133
IITMadras,"EngineeringDesign(5YearsBachelorand
MasterofTechnology(DualDegree))",ST,"Female-only
(including
Supernumerary)",979,979
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",EWS,Gender-Neutral,942,942
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",OBC-NCL,Gender-Neutral,1804,2369
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",5459,5459
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",OPEN,Gender-Neutral,1292,2742
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",7069,7069
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",SC,Gender-Neutral,1784,1784
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",SC,"Female-only
(including
Supernumerary)",3152,3152
IITMadras,"Physics(5YearsBachelorofScienceand
MasterofScience(DualDegree))",ST,Gender-Neutral,1149,1149
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,1142,1384
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",2205,2205
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,2456,3364
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",5526,6929
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,3135,5755
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",5326,9871
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,1727,2266
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",2942,2942
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,1057,1090
IITMadras,"BiologicalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",1566,1566
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",EWS,Gender-Neutral,80,104
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",298,298
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,137,207
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",306,503
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,30,30
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",OPEN,Gender-Neutral,132,419
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",1079,1379
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,43,43
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",SC,Gender-Neutral,119,198
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",237,237
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",ST,Gender-Neutral,38,83
IITMadras,"ArtificialIntelligenceandDataAnalytics
(4YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",218,218
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,1281,1553
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",3039,3039
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,3134,3800
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",6706,7934
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,6353,8269
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",14225,15791
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,1460,2125
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",3126,3126
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,1075,1146
IITGandhinagar,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",159,159
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,1563,1761
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",2965,2965
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,3093,4148
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",8117,8173
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,8338,10234
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",16078,17839
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,2065,2356
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",3416,3416
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,485,651
IITGandhinagar,"CivilEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1199,1199
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,222,264
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",770,770
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,411,750
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",1602,1714
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)","Female-only
(including
Supernumerary)",56,56
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,811,1708
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",2427,4592
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,71,71
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,Gender-Neutral,259,338
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",828,828
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC(PwD),Gender-Neutral,21,21
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,Gender-Neutral,155,207
IITGandhinagar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",374,374
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,767,842
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",1697,1697
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,1415,1930
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",4489,4896
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,2835,4055
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",6395,8494
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,1028,1354
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",1984,1984
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,500,534
IITGandhinagar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",955,955
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,953,1217
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",2705,2705
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,2646,3075
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",6809,7095
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,4859,6344
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",10210,13488
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,666,1725
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",3892,3892
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,759,780
IITGandhinagar,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",1407,1407
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",EWS,Gender-Neutral,305,361
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",1182,1182
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,908,1115
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",2317,2534
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,1804,2309
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",4703,4824
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,108,108
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",SC,Gender-Neutral,512,649
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",989,989
IITGandhinagar,"ArtificialIntelligence(4YearsBachelorof
Technology)",ST,Gender-Neutral,125,249
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",EWS,Gender-Neutral,394,394
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",EWS,"Female-only
(including
Supernumerary)",1163,1163
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OBC-NCL,Gender-Neutral,923,1048
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",2950,2950
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))","OBC-NCL
(PwD)",Gender-Neutral,105,105
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OPEN,Gender-Neutral,1836,2234
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",5172,5172
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",SC,Gender-Neutral,418,490
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",ST,Gender-Neutral,367,367
IITGandhinagar,"ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",ST,"Female-only
(including
Supernumerary)",644,644
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,Gender-Neutral,904,904
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,"Female-only
(including
Supernumerary)",1791,1791
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,1806,2274
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",5783,5783
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,Gender-Neutral,3932,4588
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",8611,8611
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,Gender-Neutral,1468,1633
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,Gender-Neutral,710,710
IITGandhinagar,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,"Female-only
(including
Supernumerary)",1021,1021
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,Gender-Neutral,1350,1489
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,"Female-only
(including
Supernumerary)",2795,2795
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,Gender-Neutral,3201,3498
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,"Female-only
(including
Supernumerary)",7139,7139
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,Gender-Neutral,6581,7422
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,"Female-only
(including
Supernumerary)",13636,14114
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",SC,Gender-Neutral,1998,2060
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",SC,"Female-only
(including
Supernumerary)",3637,3637
IITGandhinagar,"MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",ST,Gender-Neutral,944,944
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,1825,1891
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",3708,3708
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,4192,4653
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",8171,8171
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,8632,11298
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",16409,17233
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,2374,2741
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",2821,2821
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,1227,1269
IITGandhinagar,"MaterialsEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",806,806
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",EWS,Gender-Neutral,527,747
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",1282,1282
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,1347,2660
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",4751,5545
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",OPEN,Gender-Neutral,2458,4349
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",7247,7281
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",SC,Gender-Neutral,1015,1558
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",2918,2918
IITGandhinagar,"IntegratedCircuitDesign&Technology
(4YearsBachelorofTechnology)",ST,Gender-Neutral,1014,1069
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,1726,1940
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",3395,3395
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,4236,4836
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",8339,8805
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,10776,12519
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",20166,21996
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,2195,2592
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",4041,4097
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,1135,1245
IITPatna,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",1722,1722
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,1985,2201
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",3779,3779
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,5025,5437
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",9036,9036
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,11793,14062
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",22292,22410
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",SC,Gender-Neutral,2713,3075
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",3964,3964
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",ST,Gender-Neutral,1239,1252
IITPatna,"ChemicalScienceandTechnology(4
YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",1016,1016
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,2040,2127
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3967,3967
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,4184,5194
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",8731,9291
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,12287,14579
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",22663,23883
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,2430,2648
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",3991,4292
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,989,1110
IITPatna,"CivilEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",141,141
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,380,445
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",994,1301
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,770,1135
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",2522,2975
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,100,100
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,1760,3144
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",4695,7192
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,173,36
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",124,124
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,Gender-Neutral,499,681
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",837,1887
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,Gender-Neutral,306,404
IITPatna,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",444,444
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,725,910
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",2145,2145
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,1895,2197
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",4835,5603
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,4119,5732
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",11192,12036
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,290,290
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,1209,1312
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",2041,2041
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,672,803
IITPatna,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1372,1372
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",EWS,Gender-Neutral,2030,2195
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3768,3768
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,4351,5206
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",9150,9150
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,10781,12031
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",19654,21964
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,Gender-Neutral,2433,2806
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4290,4290
IITPatna,"EngineeringPhysics(4YearsBachelorof
Technology)",ST,Gender-Neutral,1248,1482
